,YER,PCR,GCR,ITR,XTR,MTR,YED,PCD,GCD,ITD,XTD,MTD,YFD,YIN,WIN,GON,TIN,YFN,HICP,HEX,HEG,HICPSYA,HEXSYA,HEGSYA,HEGWEI,CAN_YEN,NFN_YEN,LFN,LNN,UNN,URX,LEN,STN,LTN,COMPR,POILU,PCOMU,YWD,YWDX,YWR,YWRX,LPROD,ULC,WRN,SAX,EEN,EXR
1982Q4,1053555.962,605306.1912,211997.0023,225971.8143,206399.6006,182243.5274,0.55206532,0.564129294,0.554596074,0.611220738,0.734228813,0.878232819,0.501031614,581631.709,321822.1929,206042.6516,53766.8645,527864.8445,60.816452,NA,NA,NA,NA,NA,NA,0.001876055,0.016503375,134060.4019,124099.3339,9961.068007,0.074302836,100732.7559,12.60661709,13.67635,45.66015085,33.5167,72.60248349,0.658184379,0.870976937,69.86876,22175.15961,8.489618185,0.305462837,2.593262855,0.231088074,1.593516048,1.071130295
1983Q1,1060570.689,608754.6255,214464.4768,227802.5859,208017.9637,182384.8409,0.563789152,0.573994251,0.561875911,0.61998476,0.741961445,0.875838562,0.511447143,597938.2493,326930.7419,215495.1064,55512.401,542425.8483,62.05271794,NA,NA,NA,NA,NA,NA,0.011262812,0.020291115,134156.9317,123823.6101,10333.32155,0.077024134,100447.3936,11.8864617,12.99658,42.93383034,29.3833,75.8312536,0.66512187,0.875875039,70.51257499,22342.25064,8.565173376,0.308259266,2.640294056,0.229836944,1.561251548,1.054918819
1983Q2,1067510.37,608736.2335,214757.1798,227962.5963,210458.061,184271.2937,0.574352065,0.585904585,0.573821431,0.631551612,0.755503976,0.88973128,0.521530256,613126.7853,334428.4911,222310.4656,56387.82859,556738.9567,63.12276943,NA,NA,NA,NA,NA,NA,0.010756198,0.018829622,134173.2924,123705.0979,10468.19452,0.078019957,100220.9363,11.84754491,12.93808,44.73387091,29.84,82.10941771,0.666733297,0.898397537,71.31325594,22493.75623,8.62947759,0.313278916,2.703433382,0.231021154,1.620312261,1.09744881
1983Q3,1070283.732,607655.0595,215451.2662,228623.257,213093.8975,184572.6596,0.587162021,0.599436355,0.588172145,0.645571491,0.775061468,0.922922078,0.533013197,628429.9599,343434.7313,227040.6224,57954.60619,570475.3537,64.17897481,NA,NA,NA,NA,NA,NA,0.009721578,0.017972798,134273.1851,123582.1082,10691.0769,0.079621831,100048.688,12.21864998,13.13057,46.96315241,30.7667,88.56695794,0.675437602,0.931043764,72.22856788,22631.80691,8.660507158,0.32088195,2.779000426,0.227923283,1.679865172,1.161869012
1983Q4,1081988.752,612810.1753,216823.2141,226731.0954,217055.1305,186905.8628,0.598830501,0.61348375,0.596769692,0.657331332,0.796437838,0.950759478,0.544150256,647927.8664,349426.9485,239337.5084,59163.40959,588764.4568,65.28612288,NA,NA,NA,NA,NA,NA,0.007222107,0.014679112,134503.1062,123556.8686,10946.23767,0.081382787,100111.5894,12.16914347,13.08665,45.99556511,29.14,91.21275567,0.681771585,0.957446824,73.08749789,22867.39278,8.757010152,0.322948781,2.828065753,0.220469864,1.697389529,1.185024773
1984Q1,1091284.68,618287.3505,217429.0992,228242.9459,228599.6086,191761.1344,0.609388475,0.623485045,0.605527827,0.663691665,0.81214528,0.974056451,0.553825813,665016.3066,356905.3415,247476.2843,60634.68082,604381.6258,66.45691334,NA,NA,NA,NA,NA,NA,0.007918283,0.009617605,134669.852,123376.9809,11292.87111,0.08385597,99971.25793,11.43169039,12.60768,46.91424707,29.7567,92.87198475,0.685916975,0.972870127,73.92495577,23054.27231,8.845123878,0.327050629,2.892803331,0.218984548,1.705913109,1.202405467
1984Q2,1086127.851,616245.4937,218712.4353,222859.7511,224895.5629,191817.7644,0.618371577,0.633127914,0.614175154,0.673118839,0.818460118,0.977227817,0.561435285,671630.5922,357885.2378,251905.2619,61840.09247,609790.4997,67.33998671,NA,NA,NA,NA,NA,NA,0.004620941,0.00965586,134731.6531,123265.7278,11465.92532,0.085101942,99984.45091,10.8579334,12.50591,46.71979912,29.58,92.73745266,0.69806508,0.98203703,74.29398504,23078.89129,8.811271956,0.329505626,2.903363686,0.214083605,1.694834638,1.212450102
1984Q3,1097325.787,617437.8543,219677.2954,225868.7511,232112.1601,195222.8047,0.628304042,0.64322848,0.626119639,0.683443169,0.834641815,1.002486098,0.570636934,689454.2277,365488.385,260686.2379,63279.60478,626174.6229,68.02418586,NA,NA,NA,NA,NA,NA,0.004544747,0.007413151,135017.0605,123427.2229,11589.83759,0.085839801,100150.3302,10.41357255,12.20915,43.27563144,28.0833,82.78207815,0.701250962,1.006324876,74.93311711,23261.22695,8.890468099,0.3330719,2.961165102,0.214995928,1.734816631,1.301022533
1984Q4,1102941.443,618490.1572,221611.2472,227770.3901,235539.7674,196606.1502,0.634561543,0.652718727,0.63261699,0.693867891,0.847075013,1.014158537,0.575757024,699884.2233,372036.6772,262989.6058,64857.94029,635026.283,68.89157302,NA,NA,NA,NA,NA,NA,0.002590121,0.00240431,135144.5292,123400.8012,11743.72804,0.086897547,100233.575,10.12811065,11.4183,42.13674605,27.5533,79.68784013,0.708057086,1.028551556,75.62396298,23324.1711,8.937879108,0.337313173,3.014864358,0.213574385,1.761880728,1.366000439
1985Q1,1105419.846,623899.8361,222866.4822,225154.7323,239297.4304,201072.8876,0.645160127,0.663643914,0.644700247,0.702116001,0.86984758,1.050592301,0.585190279,713172.8086,379617.0599,267263.8883,66291.86038,646880.9482,70.04463729,NA,NA,NA,NA,NA,NA,0.000182447,0.004519876,135235.7401,123433.4097,11802.33043,0.087272273,100431.8036,9.863428615,10.94742,41.78309351,27.7767,77.08688643,0.714681262,1.057397771,76.60169756,23547.75379,8.955596779,0.34341437,3.075480624,0.207702898,1.781147287,1.460977636
1985Q2,1115967.643,628069.2088,224242.0827,228784.7132,238047.6514,200399.2987,0.653762747,0.67180784,0.651876571,0.711043943,0.87365862,1.043772319,0.593791183,729578.0718,385606.8291,277044.9175,66926.32512,662651.7467,70.98874534,NA,NA,NA,NA,NA,NA,0.003058055,0.004701276,135424.5818,123582.8005,11841.78128,0.087441889,100586.9401,9.961589378,10.84409,41.07678,27.03,76.95235434,0.722190514,1.052129611,77.4523538,23764.35075,9.030121004,0.345535851,3.120230546,0.206149649,1.776343756,1.377375968
1985Q3,1125414.499,633925.0427,225819.0939,233533.95,240831.406,205004.204,0.664025017,0.679556669,0.659845511,0.7183727,0.874844384,1.021899129,0.603755944,747303.3823,394138.9803,285336.7136,67827.68838,679475.6939,71.34459159,NA,NA,NA,NA,NA,NA,0.005734884,0.004133947,135714.0152,123803.1554,11910.85988,0.087764406,100866.1257,9.346804458,10.66896,40.21293003,27.29,71.92982305,0.727852025,1.03948612,77.94584035,23959.27426,9.090353926,0.350216725,3.183593982,0.205999394,1.74176074,1.274324952
1985Q4,1132124.072,638594.7652,227863.0413,236313.8239,241172.3631,205602.0831,0.673651101,0.687819479,0.667572899,0.728929863,0.870780079,1.004166684,0.613081763,762656.6281,401076.4426,293008.1794,68572.00607,694084.622,71.93736716,NA,NA,NA,NA,NA,NA,0.005183424,0.000529525,136108.4702,124139.6699,11968.80035,0.08793575,101221.6823,8.627972034,10.29037,41.84904359,28.3467,75.06890511,0.734738606,1.023047896,78.70525359,24122.89072,9.119760615,0.354268982,3.230848309,0.202858671,1.680990881,1.172454975
1986Q1,1128261.868,640792.0133,228606.9855,234019.5163,237433.4494,206358.4898,0.686050018,0.693622685,0.675826452,0.732542395,0.858444702,0.958829535,0.622978172,774044.0747,407746.7306,295135.7857,71161.5585,702882.5162,72.50683829,NA,NA,NA,NA,NA,NA,0.006299132,-0.001401814,136498.9878,124483.1804,12015.80745,0.088028546,101604.1029,8.748620189,9.766345,32.33569267,17.7833,79.28424386,0.736777637,0.993361319,79.34547166,24249.70409,9.063568785,0.3613937,3.275516655,0.206252397,1.59517396,1.083558347
1986Q2,1148948.886,652369.6146,230591.9341,240215.2268,241634.0172,214136.2386,0.695419791,0.697726012,0.681310724,0.73973208,0.847602436,0.910757549,0.631317538,799001.7945,414936.4319,310415.1503,73650.21219,725351.5823,72.79227452,NA,NA,NA,NA,NA,NA,0.007505447,-0.004739064,136860.9263,124767.8666,12093.05966,0.088360206,101960.6241,8.028393695,8.59818,26.18200731,12.81,76.50391404,0.74151871,0.984524439,79.92552445,24609.66475,9.208692251,0.361144379,3.325667443,0.199132236,1.589951315,1.042994046
1986Q3,1154785.73,657157.2792,232022.3888,243656.279,242805.2668,219600.8453,0.702987132,0.702472192,0.688428589,0.742686138,0.840448196,0.875595782,0.637697739,811799.5085,421592.677,314811.5725,75395.25899,736404.2495,72.9928219,NA,NA,NA,NA,NA,NA,0.014374358,-0.00014114,137309.4165,125175.5147,12133.90178,0.088369043,102272.7304,7.753341258,8.403705,25.31282342,12.4167,73.6787402,0.746983795,0.965906951,80.44809429,24773.65762,9.225332391,0.365083033,3.36801233,0.19951379,1.532889415,0.987498995
1986Q4,1157645.431,662156.9723,233647.5255,245817.3806,241154.3787,220150.595,0.708999682,0.708971615,0.694464275,0.749958172,0.842644689,0.87003647,0.643976388,820770.242,427343.916,318152.4078,75273.91829,745496.3237,73.24716657,NA,NA,NA,NA,NA,NA,0.007831174,-0.006385241,137862.6338,125636.76,12225.87375,0.088681562,102740.8875,7.874773578,8.472985,27.90052375,14.7233,72.78185961,0.751281425,0.955218093,81.26381541,24908.34738,9.214225446,0.369149227,3.4014242,0.19500757,1.478965233,0.963245198
1987Q1,1152089.582,663326.2981,235884.2451,241772.7206,239982.4951,225261.8006,0.714652169,0.71428615,0.699022164,0.756660588,0.843029068,0.87515843,0.647805745,823343.3186,432380.3825,313949.8672,77013.06886,746330.2497,73.920744,NA,NA,NA,NA,NA,NA,0.008933727,0.002651469,138211.4965,125915.1291,12296.36742,0.088967761,102991.5409,8.105352975,8.471259,31.17548024,17.9067,71.61591485,0.758875101,0.942633696,81.60302849,25003.62734,9.149731177,0.375301009,3.433903342,0.19565994,1.438703768,0.889241197
1987Q2,1171499.42,674796.7274,238050.344,249818.6094,243559.8249,230762.8607,0.721334363,0.721070397,0.712167849,0.763414139,0.846928764,0.881023465,0.654727131,845042.7881,441426.2206,325586.2339,78030.33367,767012.4544,74.41884858,NA,NA,NA,NA,NA,NA,0.004519183,0.001004182,138635.2957,126257.5072,12377.78848,0.089283096,103321.882,8.42582686,8.688994,32.7430677,18.6833,75.96578569,0.76442397,0.950382435,82.26420112,25348.88927,9.278651591,0.376804472,3.496237414,0.191306442,1.461644162,0.869730623
1987Q3,1184080.245,680602.5178,239568.5957,255610.9253,255707.1688,240093.0648,0.726402699,0.726600963,0.719098068,0.768272279,0.848682998,0.889693611,0.658463855,860119.0866,448461.7189,331212.3244,80445.04338,779674.0432,74.79898377,NA,NA,NA,NA,NA,NA,0.008392869,0.004434044,138973.6133,126612.3707,12361.24267,0.088946688,103770.6886,8.490236505,9.472173,33.57183029,19.0967,78.25283119,0.772104878,0.957172011,83.6235678,25659.96592,9.352010701,0.378742674,3.542005544,0.187631159,1.469035417,0.886173427
1987Q4,1199173.573,689168.7171,241680.1702,259467.4285,255725.6796,244969.5079,0.7350638,0.732032284,0.72632312,0.778609919,0.856654005,0.885347726,0.664957954,881469.0832,456300.0802,341099.9249,84069.07807,797400.0051,75.18429438,75.63749925,75.42541275,NA,NA,NA,NA,0.00442542,0.001946342,139217.5409,126952.0192,12265.52169,0.088103278,104090.9529,8.426012135,9.613429,33.80475481,18.0567,86.59382064,0.776416368,0.951448538,84.77275237,26056.70435,9.44588027,0.380512121,3.59427194,0.183251302,1.439592632,0.823642283
1988Q1,1205795.424,689532.8516,243289.368,263653.0393,250509.1177,242842.9517,0.742117309,0.737314099,0.732533467,0.784690909,0.857519854,0.886440392,0.672768884,894841.6557,464505.3452,346716.2964,83620.01401,811221.6417,75.71036808,76.28453866,74.16845211,NA,NA,NA,NA,0.003093189,0.003595243,139727.6724,127507.1906,12220.48178,0.087459281,104520.5633,7.453599159,8.986161,32.23231134,15.8267,93.67917728,0.784431463,0.957220478,85.77715617,26338.18255,9.456685688,0.385227324,3.642973726,0.187579545,1.447282463,0.810682648
1988Q2,1216879.956,693347.0453,244166.9682,268634.4759,263784.7477,251546.5522,0.750330251,0.745551407,0.739887562,0.793910545,0.867928325,0.894402554,0.679032575,913061.8429,472340.2407,353960.8894,86760.71274,826301.1301,76.25757927,76.85000734,74.71025374,NA,NA,NA,NA,0.007923239,0.003583582,140145.3407,127974.9416,12170.39913,0.086841268,105023.2816,7.259836433,8.882939,34.63399433,16.21,108.1637988,0.792133065,0.976072036,86.49130365,26494.25049,9.508736174,0.388156809,3.69088069,0.186219014,1.480926974,0.822185654
1988Q3,1231952.276,703334.7577,245218.9524,273157.6863,267996.6836,260416.9039,0.757038208,0.75283986,0.750017355,0.80366315,0.882262205,0.916617462,0.684655862,932634.9428,480158.8915,363304.4558,89171.59556,843463.3473,76.84121837,77.13079618,74.74166158,NA,NA,NA,NA,0.002208767,0.004631297,140360.6004,128297.7674,12062.83307,0.085941732,105429.5834,7.974392507,9.03412,32.04602063,14.43,106.0561294,0.802641106,1.007712009,87.57064306,26893.15514,9.602289275,0.389754458,3.742535052,0.180756771,1.53405081,0.897975375
1988Q4,1243345.924,708594.0023,247345.3145,278116.5242,274913.3531,265359.7009,0.766936981,0.760806529,0.758411001,0.811561887,0.894858937,0.918468594,0.69426359,953567.9691,488211.1661,374998.6383,90358.16474,863209.8044,77.43469559,77.7458502,74.45775348,NA,NA,NA,NA,0.004515181,0.002119841,140500.6409,128632.6686,11867.9723,0.084469168,105790.5593,8.475422507,8.980695,30.64699123,13.4333,105.6076891,0.812901771,1.014325119,88.40013534,27107.60829,9.665864339,0.39265916,3.795390172,0.183124871,1.516479621,0.854518048
1989Q1,1257950.62,715423.9641,246683.3322,285296.2052,278940.0624,271809.7488,0.776251764,0.769621033,0.773834993,0.820862311,0.905617884,0.941142104,0.701726018,976486.388,499605.3223,383131.3568,93749.70889,882736.6791,78.4282171,78.63584899,77.15410434,NA,NA,NA,NA,-0.005141932,-0.001866423,140970.8725,129202.0834,11768.78907,0.083483835,106464.0786,9.515946624,9.404246,35.99539712,17.46,106.5494137,0.821769907,1.035077223,89.34653545,27482.15704,9.736302902,0.397158135,3.866851905,0.179983311,1.541606191,0.887914719
1989Q2,1269909.435,719892.2958,248568.9263,288125.2084,290216.3952,280014.8124,0.782966461,0.781324194,0.776476108,0.830962747,0.919063589,0.964859899,0.707845697,994296.4965,507413.3123,391486.6165,95396.56767,898899.9288,79.33232302,79.50236205,79.28544232,NA,NA,NA,NA,0.003721166,0.007188684,141360.7683,129726.9034,11633.86496,0.082299107,107032.0822,9.691345081,9.627159,36.47722496,18.6333,99.91249736,0.830081211,1.050089623,89.70078949,27627.59885,9.789098499,0.399566535,3.911396165,0.176569144,1.542102533,0.930812455
1989Q3,1277503.231,728234.6321,249706.0891,290148.8333,285722.9077,279030.8178,0.790871013,0.78859365,0.78820475,0.836455632,0.922537776,0.960235721,0.713229804,1010340.274,518179.395,392973.9843,99186.89483,911153.3794,79.8866157,79.86132493,78.82846364,NA,NA,NA,NA,0.003305621,0.007606333,141902.0102,130420.6805,11481.32967,0.080910268,107796.5359,10.10204595,9.604781,33.97487921,17.5367,91.61635193,0.841096934,1.052281783,90.28209142,27819.45917,9.795250466,0.405618853,3.973138256,0.17400889,1.524120118,0.92723412
1989Q4,1290815.438,735784.1628,249747.9184,296973.2456,290561.9044,287634.3885,0.801659619,0.797280174,0.799421691,0.846760005,0.922355059,0.954066542,0.723826625,1034794.612,529861.5827,404464.9985,100468.0307,934326.5812,80.61479301,80.56976239,81.17839274,NA,NA,NA,NA,0.00491547,0.011120666,142694.0023,131297.4142,11396.5881,0.079867324,108585.8335,11.07190213,10.08669,35.36843605,19.3633,87.31132511,0.851341501,1.033394115,90.9446685,28130.52534,9.831232743,0.410485936,4.035582772,0.176844361,1.462881747,0.886625207
1990Q1,1308315.28,741799.3509,253672.846,305774.3266,300059.8988,296086.2378,0.813064242,0.804888928,0.812517475,0.858757985,0.918613541,0.948527596,0.734459959,1063744.372,545545.5131,415359.6741,102839.1847,960905.1872,81.62501223,81.61092569,82.52288215,NA,NA,43.84,NA,-0.003966215,0.000928647,143378.1301,132119.9501,11258.17995,0.078520901,109432.1587,11.22566245,10.80854,35.4675297,19.85,84.71037141,0.859373604,1.005292589,91.69936437,28464.53012,9.902480878,0.416983216,4.129168324,0.184987957,1.403880188,0.829506332
1990Q2,1314289.669,746559.6385,255627.0495,304029.3146,300129.9812,299809.2706,0.824667551,0.814143334,0.828056248,0.870727218,0.921449111,0.937494685,0.744564629,1083852.043,559037.0187,419536.5808,105278.4432,978573.5995,82.32614097,82.45512631,81.92825084,NA,NA,43.52666667,NA,0.003208638,0.007374422,143879.0004,132698.716,11180.2844,0.077706158,110072.8594,10.61801814,10.79219,31.59229562,15.96,87.98398555,0.873734334,1.007912141,92.4913559,28641.83894,9.904313389,0.425352973,4.21282915,0.184421916,1.39031344,0.817833807
1990Q3,1326479.055,749054.633,256971.7947,305079.46,310990.7029,304647.6633,0.83230076,0.82420867,0.842053519,0.878373913,0.921138337,0.940842969,0.750650675,1104029.526,569059.0777,426663.3209,108307.1275,995722.3986,83.08590453,82.8549152,85.59723234,NA,NA,45.49666667,NA,0.004676586,0.004821649,144357.3117,133224.9656,11132.34601,0.077116607,110566.4161,10.53633684,10.88659,43.15279425,26.4967,89.68805867,0.887148067,1.007820609,92.41114035,28669.96568,9.956685285,0.428999671,4.271414708,0.187594173,1.390065744,0.771308954
1990Q4,1333985.153,755658.5397,258531.7547,307378.3904,321692.0071,314353.8986,0.842105056,0.836222829,0.854118493,0.886763275,0.93151142,0.957357155,0.757573551,1123355.641,582255.1465,428336.7221,112763.7726,1010591.869,84.158198,83.63697533,89.87672269,NA,NA,47.75,NA,0.001032228,0.002179839,144989.3402,133826.8208,11162.51941,0.076988552,111255.1899,11.0462911,10.97771,47.90019717,32.5367,85.56240797,0.892891294,1.009876433,92.11723604,28724.15445,9.967995539,0.436477981,4.35081057,0.183624635,1.368575052,0.731768528
1991Q1,1343203.794,763959.7559,260010.0955,307383.2326,318282.9738,316651.0221,0.853508568,0.843509737,0.859792318,0.894749759,0.931512539,0.950072101,0.769349113,1146435.947,591077.822,442314.8263,113043.2984,1033392.648,85.01999217,84.71068513,88.74182006,NA,NA,47.15666667,NA,-0.001788906,0.002011325,145563.6881,134371.59,11192.09801,0.07688798,111852.7588,11.09652269,10.55287,35.9801442,20.75,82.15426174,0.907075872,1.018743272,92.04956486,28965.77669,9.996188881,0.440050739,4.398830302,0.185815539,1.376548993,0.74555407
1991Q2,1347193.623,770513.0994,263975.8427,308066.3784,316433.8891,318103.5085,0.865700649,0.855070407,0.879113964,0.908823745,0.933781203,0.951362467,0.77967578,1166266.395,606120.7286,444253.5102,115892.1558,1050374.239,85.85735402,85.74448336,87.69077287,NA,NA,46.58666667,NA,-0.003159858,0.002972293,145535.4634,134254.9276,11280.53576,0.077510563,111683.9256,10.4615578,10.05186,33.30056177,18.79,78.56673939,0.917482912,1.054590919,91.99348522,29027.01521,10.0345935,0.449913597,4.514700052,0.18473552,1.451504413,0.842030595
1991Q3,1346821.436,767966.6675,267686.8279,307574.0803,323208.1939,323111.62,0.876759215,0.869052789,0.879936656,0.919887067,0.937519727,0.960565034,0.787942604,1180838.104,613057.0479,448160.9413,119620.1152,1061217.989,86.95572149,86.58115722,91.22070148,NA,NA,48.46666667,NA,-0.002947492,0.003281699,145244.589,133764.7313,11479.85771,0.079038109,111222.7089,10.50599579,10.14279,34.19005502,19.8767,77.13173046,0.926436612,1.063105953,92.11240774,29047.15266,10.06858402,0.455188068,4.583099313,0.179179153,1.453896505,0.849770515
1991Q4,1359629.724,778800.112,270783.2462,311710.9682,328844.9522,322406.0564,0.889839426,0.881128922,0.892009011,0.924676739,0.939273017,0.953514109,0.798183927,1209852.134,622992.1753,462242.4167,124617.5417,1085234.592,87.65537397,87.34852939,91.65639144,NA,NA,48.69666667,NA,0.000740217,-0.000463622,145253.4906,133579.5698,11673.92083,0.080369296,111106.9868,10.73221471,9.894176,34.70955802,20.51,76.41422599,0.934965974,1.053933721,92.35997439,29173.3674,10.17842568,0.458207234,4.663828281,0.170932284,1.415835158,0.797139024
1992Q1,1380154.062,783517.5976,272415.2212,317316.0814,333591.5608,332154.2914,0.8964501,0.889061656,0.901114109,0.928753729,0.937010921,0.947248214,0.805956884,1237239.247,635393.8866,476950.7802,124894.5798,1112344.667,88.58786589,88.45859128,90.22309951,NA,NA,47.93666667,NA,-0.003787059,-0.002127215,145268.578,133451.1341,11817.44395,0.081348934,110889.6628,10.8492475,9.579858,32.43634953,18.2067,77.13173046,0.941096248,1.051710294,92.85537013,29531.4674,10.34201823,0.460378956,4.761247561,0.176306646,1.409114853,0.79200749
1992Q2,1369618.997,784408.131,272668.0358,312655.9761,331518.7454,330989.0213,0.904815484,0.897639156,0.911699843,0.932745286,0.939795624,0.946677194,0.814230103,1239252.476,641639.8169,473545.1999,124067.4593,1115185.017,89.48961578,89.41931669,90.93659292,NA,NA,48.31333333,NA,-0.001738519,-0.000302257,145388.7637,133245.6369,12143.12681,0.083521769,110758.0621,10.9790883,9.67607,34.59562692,20.1233,77.98376701,0.948071588,1.053131508,92.96318283,29419.22769,10.27890315,0.468480518,4.815465871,0.17352857,1.40595695,0.786274587
1992Q3,1365783.67,782985.208,275041.1543,306639.8342,331416.1927,328831.2488,0.912465757,0.904353185,0.919846288,0.938524419,0.938918029,0.943047549,0.820965823,1246230.831,652254.1402,469007.5752,124969.1153,1121261.715,89.92055319,89.9252158,90.708599,NA,NA,48.19333333,NA,-0.006024492,-0.006882387,145219.3789,132605.5989,12613.78004,0.086860171,110152.1061,11.92840899,10.0521,34.66851399,20.14,78.29767522,0.949922627,1.033288998,93.37343038,29400.02116,10.29959279,0.477567681,4.918752644,0.177117518,1.352316241,0.721535417
1992Q4,1363052.669,789440.5322,276576.6238,304043.3867,330791.6779,328063.9188,0.920639704,0.913752132,0.929796144,0.943676772,0.941722965,0.952617677,0.826671171,1254880.405,651848.1151,474948.2302,128084.0596,1126796.345,90.52134173,90.52082245,91.19354179,NA,NA,48.45,NA,-0.001957318,-0.001156151,145038.1351,131963.4203,13074.71483,0.090146738,109665.7958,11.45166405,10.01286,33.04852043,19.1867,74.71015287,0.95332432,1.050117852,93.71650394,29433.31971,10.32901895,0.478226653,4.939612156,0.171941091,1.364851538,0.78856373
1993Q1,1353765.459,776290.3231,276931.6527,295464.1731,330130.4087,315381.398,0.932137048,0.927361573,0.934688875,0.952195725,0.947827053,0.955991104,0.841764849,1261894.938,651440.9807,488111.1967,122342.7606,1139552.177,91.62004721,91.68191052,92.02828014,NA,NA,48.88666667,NA,0.006114748,-0.002923026,145339.331,131330.8744,14008.4566,0.096384485,109379.1915,10.70612297,9.417175,31.5996656,18.1933,72.33341932,0.961113553,1.07050708,94.26830557,29223.91213,10.30805182,0.481206679,4.960303384,0.172570382,1.397927211,0.839999215
1993Q2,1354769.64,776156.7216,278406.5397,290822.1876,329287.4819,314238.0607,0.940611057,0.935316656,0.947245403,0.959753085,0.954833053,0.957628107,0.848993426,1274311.303,654627.4286,495563.0887,124120.786,1150190.517,92.45407738,92.53469423,92.66586654,NA,NA,49.23333333,NA,0.010379896,-0.000207291,145448.1979,130742.2107,14705.98719,0.101108074,108892.3745,9.091223936,8.9926,31.56522547,18.2433,71.84013499,0.965879976,1.082289762,94.40957025,29221.41547,10.3621442,0.483202021,5.007009023,0.172823265,1.363111698,0.828606611
1993Q3,1360386.672,778661.5113,278706.121,291222.08,333837.3599,316759.3981,0.946936938,0.94327384,0.950099143,0.963969662,0.96400962,0.967640217,0.853615108,1288200.389,654367.3466,506879.2691,126953.7736,1161246.616,93.05269308,93.1156762,93.38423689,NA,NA,49.61333333,NA,0.010973969,-0.000913385,145640.5456,130407.2075,15233.33809,0.104595448,108546.2304,8.120099873,7.977857,30.08682047,16.4867,74.17202452,0.972756744,1.107035917,94.69180662,29310.24441,10.43183653,0.4810157,5.017877149,0.167803497,1.378199979,0.869361641
1993Q4,1363948.955,783046.7628,279391.1506,288404.273,343029.1207,319549.4764,0.954582419,0.952031063,0.95471577,0.967439998,0.965757338,0.967231568,0.860103438,1302001.692,656580.8265,516556.3595,128864.5061,1173137.186,93.51985235,93.63031602,93.50525915,NA,NA,49.67666667,NA,0.021768392,0.004714229,145976.9127,130244.5223,15732.39046,0.107773141,108366.042,7.412128577,7.309124,28.4488469,15.0667,73.81327228,0.975874319,1.10946012,95.58502342,29391.88859,10.47221742,0.481382257,5.041139659,0.162342383,1.342733971,0.877188912
1994Q1,1376587.524,783639.1949,281441.6068,291349.734,352025.6295,327575.7115,0.959944289,0.96062792,0.960267178,0.973197337,0.965959939,0.976439144,0.861944381,1321447.331,659256.5388,527285.3429,134905.4497,1186541.882,94.41865712,94.40415343,95.30041678,NA,NA,50.63333333,NA,0.013928968,-0.001345881,146151.1373,130136.4222,16014.71513,0.109576398,108275.2216,6.84,6.973333,27.81275893,13.95,78.29767522,0.979427264,1.110476222,96.49739185,29661.41514,10.57803419,0.478906373,5.065887994,0.161756863,1.294843244,0.888731456
1994Q2,1385161.287,785896.6732,281166.5311,296073.8482,360493.1408,337046.6268,0.966380024,0.967647865,0.9616164,0.976712991,0.969697923,0.976770015,0.868513269,1338592.197,664254.5557,538776.4021,135561.2397,1203030.958,95.0868356,95.13791363,95.8320932,NA,NA,50.91,NA,0.013406878,-0.001797462,146241.631,130104.3133,16137.31771,0.110346948,108342.0808,6.37,7.86,31.14243612,16.05,84.17224306,0.980651554,1.104945298,97.35423358,29903.08988,10.64654393,0.479550332,5.105553682,0.153586166,1.221218644,0.859513915
1994Q3,1394489.366,791608.7503,281377.7856,299249.0513,366312.1324,347391.0983,0.973271499,0.974868287,0.967020149,0.980993956,0.972931898,0.976932837,0.874590768,1357216.755,670060.4683,549547.0567,137609.23,1219607.525,95.61772336,95.70389663,96.01652441,NA,NA,51.00666667,NA,0.012864324,0.000324701,146317.9235,130342.9897,15974.93386,0.10917961,108602.0993,6.383334,8.73,33.52047825,16.7667,94.75543398,0.982730124,1.094785978,98.10715068,30177.51988,10.69861424,0.480505972,5.140748038,0.154370552,1.161950138,0.815105993
1994Q4,1405553.637,795216.3382,283247.0889,306642.0372,377197.7448,358973.3746,0.981331886,0.98177695,0.97561102,0.986060284,0.981964648,0.986066477,0.882925887,1379314.602,677862.1107,563137.5809,138314.9099,1240999.692,96.01969761,96.16211567,95.62924809,NA,NA,50.80333333,NA,0.016118695,0.004211883,146571.8684,130567.7522,16004.11622,0.109189549,108837.7454,6.506667,9.139999,33.99260341,16.5367,100.1815615,0.989136051,1.103116907,98.83735905,30445.09999,10.76493708,0.482274097,5.191650308,0.156584174,1.146873294,0.806317455
1995Q1,1413188.466,798732.5653,279503.4193,302419.2095,389872.8452,364028.1552,0.987496916,0.989503429,0.987833021,0.991958091,0.99230288,0.998840662,0.889147661,1395519.252,682041.1295,574492.0887,138986.0336,1256533.218,96.85189295,97.02062219,96.37367464,NA,NA,51.20333333,NA,0.018054612,0.001382808,146500.7432,130574.1739,15926.56921,0.108713232,108916.2243,6.943333,9.32,34.87046516,16.9033,103.3206436,0.993527618,1.104511619,99.09640547,30449.37126,10.82287885,0.48262574,5.223399918,0.157701393,1.109359612,0.78536314
